row,Source,Year,Date,WBType,WaterBody,State,Mean_x,Mean_y,SiteName,SiteCode,SiteHist,BS_Pres,CStatus,cOccu,PointType
69,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/6/2021,StreamRiver,Old Course Saco River,ME,346248.8125,4884452.125,OCSACO,OCSACO,Downstream to upstream.  Lost screenshots of GPS net locations: locations estimated using aerial imagery.,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
87,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/6/2021,LakePond,Proctor Pond,ME,356416.5455,4900504.818,PROCPD-01,PROCPD-01,"Sampled pond clockwise, starting with Dion property (PROCPD-02)",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
88,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/6/2021,LakePond,Proctor Pond,ME,356622.3846,4900277.385,PROCPD-02,PROCPD-02,"Sampled pond clockwise, starting with Dion property (PROCPD-02)",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
27,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,StreamRiver,Crooked River,ME,373954,4873047,CROOKR,CROOKR-01,"Scale not working. A: sandy impoundment.  B: weedy, mucky area w/ tadpoles. C: ledge/silty area",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
28,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,StreamRiver,Crooked River,ME,373935,4873109.5,CROOKR,CROOKR-02,"Scale not working. A: sandy impoundment.  B: weedy, mucky area w/ tadpoles. C: ledge/silty area",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
41,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,LakePond,Highland Lake,ME,358456.2727,4884496.273,HIGHLK-02,HIGHLK-02,"Water up to waist deep, but forgot meter stick",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
42,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,StreamRiver,Highland Lake,ME,362823.8,4879478.3,HIGHLK-03,HIGHLK-03,Outlet below dam,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
43,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,LakePond,Highland Lake,ME,359880,4884752.6,HIGHLK-04,HIGHLK-04-01,Northeastern inlet,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
44,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/8/2021,LakePond,Highland Lake,ME,359753.6667,4884798.833,HIGHLK-04,HIGHLK-04-02,Northeastern inlet,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
4,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/12/2021,LakePond,Bear Pond,ME,362600.0833,4890828.25,BEARPD-01,BEARPD-01,NA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
5,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/12/2021,LakePond,Bear Pond,ME,363310.75,4889370.75,BEARPD-02,BEARPD-02,NA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
120,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/12/2021,StreamRiver,Unnamed brook,ME,368059.4286,4845438.429,WATBRK,WATBRK-01,"Sampled upstream from culvert (downstream to upstream), then sampled impoundment below culvert.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
121,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/12/2021,StreamRiver,Unnamed brook,ME,368113.75,4845448.5,WATBRK,WATBRK-02,"Sampled upstream from culvert (downstream to upstream), then sampled impoundment below culvert.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
214,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/12/2021,LakePond,Chocorua Lake,NH,320803.7076,4862777.576,20210712-1000-BS-Chocorua Lake-Tamworth-DIPNET,20210712-1000-BS-Chocorua Lake-Tamworth-DIPNET,Checked for suitable habitat around edge of pond. Vegetation mostly too sparse. No BS observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
215,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/12/2021,LakePond,Moores Pond,NH,323201.5784,4858491.628,20210712-1200-BS-Moores Pond-Tamworth-DIPNET,20210712-1200-BS-Moores Pond-Tamworth-DIPNET,"Good BS habitat at inlet and in shallow areas along western half of pond. Moores Pond Dam at outlet classified as ""ruins"". Should survey additional habitat in the Chocorua River watershed.",Current,Present,1,GPS survey coordinates
216,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/13/2021,StreamRiver,Lake Waukewan,NH,294735.8504,4837712.701,20210713-1100-BS-Snake River-New Hampton-DIPNET,20210713-1100-BS-Snake River-New Hampton-DIPNET,BS found near inlet of Waukewan Lake. Suitable habitat upstream in Snake River to powerlines.,Current,Present,1,GPS survey coordinates
101,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,LakePond,Sebago Lake,ME,373507.1,4863504.7,SEBAGO-01,SEBAGO-01-01,Water lower than when sampled for eDNA,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
102,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,StreamRiver,Songo River,ME,373573,4863697,SEBAGO-01,SEBAGO-01-02,Water lower than when sampled for eDNA,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
103,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,LakePond,Sebago Lake,ME,370319,4864974,SEBAGO-03,SEBAGO-03,Water lower than when sampled for eDNA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
104,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,StreamRiver,Sticky River,ME,375388,4848545.4,SEBAGO-04,SEBAGO-04-01,Water lower than when sampled for eDNA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
105,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,StreamRiver,Sticky River,ME,375336.6,4848562,SEBAGO-04,SEBAGO-04-02,Water lower than when sampled for eDNA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
106,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/14/2021,LakePond,Sebago Lake,ME,381747.8889,4861725.556,SEBAGO-06,SEBAGO-06,Water lower than when sampled for eDNA,Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
217,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/14/2021,LakePond,Horn Pond,NH,341177.5672,4825925.816,20210714-1030-BS-Horn Pond-Wakefield-DIPNET,20210714-1030-BS-Horn Pond-Wakefield-DIPNET,Only suitable BS habitat is at inlet and vegetated cove at north end of Horn Pond. No BS observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
218,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/15/2021,LakePond,Upper Suncook Lake,NH,314624.6839,4807431.482,20210715-1000-BS-Upper Suncook Lake-Barnstead-DIPNET,20210715-1000-BS-Upper Suncook Lake-Barnstead-DIPNET,BS captured among submerged aquatic vegetation at north end of lake near town beach. Previously thought to be extirpated from lake due to extensive herbicide treatment for milfoil. For some reason BS appear to be at low abundance in the inlet channel des,Current,Present,1,GPS survey coordinates
219,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/15/2021,LakePond,Brindle Pond,NH,318107.5625,4803749.425,20210715-1200-BS-Brindle Pond-Barnstead-DIPNET,20210715-1200-BS-Brindle Pond-Barnstead-DIPNET,No BS observed despite suitable habitat.,No historical record of occupancy,Absent,0,GPS survey coordinates
220,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/15/2021,LakePond,Whites Pond,NH,312329.2799,4797021.176,20210715-1400-BS-Whites Pond-Pittsfield-DIPNET,20210715-1400-BS-Whites Pond-Pittsfield-DIPNET,Poor quality BS habitat.,No historical record of occupancy,Absent,0,GPS survey coordinates
6,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Unnamed brook,ME,377162,4819899,BOOMBR,BOOMBR-01,A: above culvert; B: below culvert pool; C: downstream of culvert,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
7,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Unnamed brook,ME,377133.1818,4819865.818,BOOMBR,BOOMBR-02,A: above culvert; B: below culvert pool; C: downstream of culvert,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
49,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Josies Brook,ME,369751.5,4840508,JOSIES,JOSIES-01,"Started below culvert, then moved upstream and around bend",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
50,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Josies Brook,ME,369712.6667,4840553.667,JOSIES,JOSIES-02,"Started below culvert, then moved upstream and around bend",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
51,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Josies Brook,ME,369673,4840573.875,JOSIES,JOSIES-03,"Started below culvert, then moved upstream and around bend",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
71,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Ossipee River,ME,343737,4850670,OSSIPM,OSSIPM-01,"Boat launch on private property: used canoe.  Minnows in submerged, grass veg. Adult minnows with lateral band.",Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
72,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Ossipee River,ME,343794.4286,4850679.286,OSSIPM,OSSIPM-02,Lost meter stick in river. Stopped after 3 seine hauls because of BDS presence,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
80,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/16/2021,StreamRiver,Piscataqua River,ME,394379.0714,4847546.786,PISCAT,PISCAT,Sampled at eDNA R2 site then moved upstream to below culvert.  Sampled eDNA R1 on way back.  Walked upstream and found more minnows in culvert in veg.,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
221,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/16/2021,LakePond,Conway Lake,NH,335622.1475,4871630.936,20210716-1100-BS-Conway Lake-Conway-DIPNET,20210716-1100-BS-Conway Lake-Conway-DIPNET,"Suitable habitat near inlet and outlet and in some isolated coves, but no BS observed.",No historical record of occupancy,Absent,0,GPS survey coordinates
222,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/16/2021,LakePond,White Lake,NH,321374.6937,4855970.751,20210716-1400-BS-White Lake-Tamworth-DIPNET,20210716-1400-BS-White Lake-Tamworth-DIPNET,Surveyed with John Boat all the way around lake. Sandy substrate. Vegetation too thin to support BS.,No historical record of occupancy,Absent,0,GPS survey coordinates
223,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/21/2021,StreamRiver,Exeter River,NH,341678.4414,4758790.908,20210721-1100-BS-Exeter River-Exeter-DIPNET,20210721-1100-BS-Exeter River-Exeter-DIPNET,Ed and Dalton paddled the Exeter River below Pickpocket Dam. They started at the Route 111 bridge and ended downstream at the baseball fields just upstream from the dam removal site in downtown Exeter. BS were found in suitable habitat throughout reach.,Historically present in river,Present,1,GPS survey coordinates
224,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/22/2021,LakePond,Winona Lake,NH,293446.0633,4838539.745,20210722-1000-BS-Winona Lake-New Hampton-DIPNET,20210722-1000-BS-Winona Lake-New Hampton-DIPNET,BS habitat quality not great from outlet of Winona Lake downstream to powerlines.,No historical record of occupancy,Absent,0,GPS survey coordinates
225,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/22/2021,LakePond,Hawkins Pond,NH,293836.0925,4840324.252,20210722-1200-BS-Hawkins Pond-Center Harbor-DIPNET,20210722-1200-BS-Hawkins Pond-Center Harbor-DIPNET,"Habitat looked good, but no BS observed.",No historical record of occupancy,Absent,0,GPS survey coordinates
226,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/23/2021,LakePond,Bearcamp Pond,NH,308842.763,4854626.122,20210723-1000-BS-Bearcamp Pond-Sandwich-DIPNET,20210723-1000-BS-Bearcamp Pond-Sandwich-DIPNET,"Suitable habitat at inlet. One similar looking species observed, but appeared to be moving too quickly to be BS.",No historical record of occupancy,Absent,0,GPS survey coordinates
227,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/23/2021,StreamRiver,Weed Brook,NH,307193.1904,4848851.784,20210723-1200-BS-Berry Pond-Moultonborough-DIPNET,20210723-1200-BS-Berry Pond-Moultonborough-DIPNET,"Suitable habitat throughout pond, but no BS observed. Strange that BS are present in Garland Pond, which is just to the west. This is the second survey of Berry Pond with no BS observations.",No historical record of occupancy,Absent,0,GPS survey coordinates
228,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,7/23/2021,LakePond,Lake Wicwas,NH,293621.7499,4832449.213,20210723-1400-BS-Wickwas Lake-Meredith-DIPNET,20210723-1400-BS-Wickwas Lake-Meredith-DIPNET,Found BS in large cove on western shore of lake.,Current,Present,1,GPS survey coordinates
229,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,8/2/2021,LakePond,Rollins Pond,NH,289595.8479,4823155.096,20210802-1230-BS-Rollins Pond-Sanbornton-DIPNET,20210802-1230-BS-Rollins Pond-Sanbornton-DIPNET,Paddled canoe downstream from Route 132 through faster flowing streatch and over beaver dam. Habitat similar to Cawley Pond. Ended at outlet where current picks up again. No BS observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
230,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,8/2/2021,LakePond,Hermit Lake,NH,289184.1525,4827445.001,20210802-1330-BS-Hermit Lake-Sanbornton-DIPNET,20210802-1330-BS-Hermit Lake-Sanbornton-DIPNET,"Surveyed large cove at north end of lake. Used private beach launch. Good BS habitat in patches. Bladderwort and grasslike species. Only observed GS, LMB, and BG. No sign of BS. Water level 1 - 2 feet above normal.",No historical record of occupancy,Absent,0,GPS survey coordinates
231,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,8/2/2021,LakePond,Cawley Pond,NH,289507.8732,4824108.278,20210802-940-BS-Cawley Pond-Sanbornton-DIPNET,20210802-940-BS-Cawley Pond-Sanbornton-DIPNET,"Able to launch john boat from canoe access point along road due to unusually high water. Mostly water lily and water shield. Many plants submerged in high water. Dark, tannic water. Floating mats of vegetation. All mud, no sand substrate. Very little spi",No historical record of occupancy,Absent,0,GPS survey coordinates
99,University of Maine Bridle Shiner Surveys 2021-2022,2021,10/17/2021,LakePond,Saco River,ME,353523.2903,4862365.613,SACONO-03,SACONO-03,"Subsite A corresponds with eDNA SACONO-01, Subsite B is an unsampled river backwater, and Subsite C corresponds with eDNA SACONO-02",Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
116,University of Maine Bridle Shiner Surveys 2021-2022,2021,10/18/2021,LakePond,Stanley Pond,ME,347761.4,4855828,STANPD-03,STANPD-03,"Subsite A corresponds with eDNA STANPD-01, Subsite B is the inlet of the pond (no water samples), and Subsite C corresponds with eDNA STANPD-02",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
119,University of Maine Bridle Shiner Surveys 2021-2022,2021,10/18/2021,LakePond,Trafton Pond,ME,347795,4856808.5,TRAFPD-02,TRAFPD-02,"Subsite A: southeastern shoreline of pond, including eDNA sampling area.  Subsite B: inlet of pond, no water samples taken there.",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
245,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,6/28/2022,LakePond,Unnamed pond,NH,268205.3572,4866060.595,20220628-1100-BS-Warren Hatchery Pond-Warren-DIPNET,BS-Warren Hatchery Pond-Warren-MEANCENTER,NA,Current,Present,1,Mean center point of 2+ surveys at this location
57,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/9/2022,LakePond,Marr Pond,ME,476038.1667,4999615.167,MARRPD-01,MARRPD-01,"Very shallow pond: large expanses of pond with shallow water and no vegetation, shoreline habitat with mats of Najas and Eriocaulon. Shorelines bordered by dense pickerelweed and/or Sparganium leading into cattails.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
58,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/9/2022,LakePond,Marr Pond,ME,476736.3333,4999433.667,MARRPD-02,MARRPD-02,"Very shallow pond: large expanses of pond with shallow water and no vegetation, shoreline habitat with mats of Najas and Eriocaulon. Shorelines bordered by dense pickerelweed and/or Sparganium leading into cattails.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
232,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,7/11/2022,StreamRiver,Red Hill River,NH,305583.5217,4849758.4,20220711-1030-BS-Red Hill River-Moultonborough-DIPNET,20220711-1030-BS-Red Hill River-Moultonborough-DIPNET,NA,Current,Present,1,GPS survey coordinates
233,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,7/11/2022,StreamRiver,Red Hill River,NH,305647.5111,4849549.771,20220711-1130-BS-Red Hill River-Moultonborough-DIPNET,20220711-1130-BS-Red Hill River-Moultonborough-DIPNET,NA,Current,Present,1,GPS survey coordinates
234,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,7/11/2022,LakePond,Garland Pond,NH,305852.1689,4846897.04,20220711-1330-BS-Garland Pond-Moultonborough-DIPNET,20220711-1330-BS-Garland Pond-Moultonborough-DIPNET,NA,Current,Present,1,GPS survey coordinates
19,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,LakePond,Colcord Pond,ME,342841,4855433,COLCPD-01,COLCPD-01-01,"LMB introduced in 1965. 1946 MDIFW survey: ""minnows"" present",Current,Present,1,Mean center point of eDNA sample replicates collected at this location
20,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,LakePond,Colcord Pond,ME,342809.25,4855549,COLCPD-01,COLCPD-01-02,"LMB introduced in 1965. 1946 MDIFW survey: ""minnows"" present",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
21,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,LakePond,Colcord Pond,ME,342637,4857681.667,COLCPD-02,COLCPD-02,"Water felt cold when first entering the aquatic bed area, then warmer closer to the pond.  1946 MDIFW survey: ""minnows"" present.  LMB introduced in 1965.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
34,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,StreamRiver,Great Brook,ME,346435.3333,4846972,GRTBRK,GRTBRK,"Oily sheen on water surface. Dark water.  Could not see plants underwater, too dark. Beavers clogged culvert.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
45,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,LakePond,Ingalls Pond,ME,355970.6667,4858146.333,INGALS-01,INGALS-01,"Foating mats of mud similar to [Spectacle Pond].  Pond may be deeper than it looks.  Mats of mud and sticks could also be old, flooded beaver lodges.  Site likely once connected to the Saco [River], but was cut off by railroad.  No BDS in previous survey",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
46,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/15/2022,LakePond,Ingalls Pond,ME,356010,4857859.667,INGALS-02,INGALS-02,Scrub-shrub areas dominated by buttonbush: roots submerged and growing similarly to mangroves.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
1,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Androscoggin River,ME,405089.3333,4877012.333,ANDROS,ANDROS,Inlet to Androscoggin River.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
59,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Meadow Brook,ME,413726,4869188.5,MEADBR,MEADBR-01,"Very little or no submerged veg downstream of culvert.  Dark, reddish water.  Dense hornworts upstream of culvert, lots of frogs.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
60,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Meadow Brook,ME,413707,4869164,MEADBR,MEADBR-02,"Very little or no submerged veg downstream of culvert.  Dark, reddish water.  Dense hornworts upstream of culvert, lots of frogs.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
95,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Royal River,ME,398033,4874305,ROYAL,ROYAL-01,"Murky water, possibly from recent rain.  Riffle-y under large culvert.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
96,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Royal River,ME,398085,4874309,ROYAL,ROYAL-02,"Murky water, possibly from recent rain.  Riffle-y under large culvert.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
111,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/20/2022,StreamRiver,Soper Mill Brook,ME,402200.3333,4875476.667,SOPER,SOPER,"Trails in mud along water's edge: muskrats? Beavers? Dark water, very shallow and very warm in places.  Looks like water level recently went down.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
29,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/25/2022,StreamRiver,Crooked River,ME,374469.6667,4870826.667,CROOKS,CROOKS,"Raining on and off.  Patches of Elodea on sandy bottom.  Very shallow on inner [Casco] shoreline, deeper on Naples side.  Some current: sampled downstream to upstream.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
30,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/25/2022,StreamRiver,Dingley Brook,ME,378808.6667,4863132.667,DINGLY,DINGLY,Rainy just before sampling.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
39,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/25/2022,LakePond,The Heath,ME,382072.3333,4875177.667,HEATH-01,HEATH-01,"Water too dark to see many fish.  Sampled from shore due to high winds.  Deep mud with lots of detritus, dense patches of Vallisneria.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
73,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/27/2022,StreamRiver,Ossipee River,ME,353409,4852081.667,OSSIPR,OSSIPR,NA,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
84,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/27/2022,StreamRiver,Presumpscot River,ME,383497,4846935,PRESBG,PRESBG,"Flooded area with patches of dense veg, tree stumps",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
16,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/29/2022,StreamRiver,Carsley Brook,ME,368261,4882325,CARBRK,CARBRK-01,"Water low: one culvert dry, other culvert with just a trickle of water",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
17,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/29/2022,StreamRiver,Carsley Brook,ME,368272,4882346.5,CARBRK,CARBRK-02,"Water low: one culvert dry, other culvert with just a trickle of water",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
31,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/29/2022,StreamRiver,Duck Pond Brook,ME,358278.3333,4884976.333,DUCKIN,DUCKIN,"Clear, shallow water with abundant veg",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
32,University of Maine Bridle Shiner Surveys 2021-2022,2022,7/29/2022,StreamRiver,Duck Pond Brook,ME,357413.6667,4889864.667,DUCKNO,DUCKNO,"Small, shady stream.  Very rocky with some aquatic veg. Mostly riffle, some pools.  Tannins in water.  Sampled downstream to upstream.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
40,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/3/2022,LakePond,The Heath,ME,381928.3333,4874662.833,HEATH-02,HEATH-02,Large snails and freshwater mussels,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
76,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/3/2022,StreamRiver,Tenny River,ME,382071,4866266,PANTHR-01,PANTHR-01-01,Dense patch of Schoenoplectus at R3,Historically present in waterbody,Present,1,Mean center point of eDNA sample replicates collected at this location
77,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/3/2022,LakePond,Panther Pond,ME,382047,4866257,PANTHR-01,PANTHR-01-02,Dense patch of Schoenoplectus at R3,Current,Present,1,Mean center point of eDNA sample replicates collected at this location
78,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/3/2022,LakePond,Panther Pond,ME,381933,4863543.667,PANTHR-02,PANTHR-02,Very dense cover of both floating plants and submerged veg,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
79,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/3/2022,LakePond,Panther Pond,ME,383457.6667,4864876.167,PANTHR-03,PANTHR-03,NA,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
15,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/5/2022,StreamRiver,Unnamed brook,ME,396704,4837552,CANCO,CANCO,Stream and wetland are both dry,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
61,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/5/2022,StreamRiver,Merrill Brook,ME,408712,4855826,MERRIL,MERRIL-01,"Cloudy, milky look to water.  Clay deposits?  Active beaver dam in mouth of culvert.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
62,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/5/2022,StreamRiver,Merrill Brook,ME,408756.5,4855858.5,MERRIL,MERRIL-02,"Cloudy, milky look to water.  Clay deposits?  Active beaver dam in mouth of culvert.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
89,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/5/2022,StreamRiver,Spurwink River,ME,396686.3333,4827271.667,RACHEL,RACHEL,"Water very shallow, but soils saturated to treeline.  Jiggly mud.  Higher flow than expected given size.  Salinity = 0.14ppt.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
93,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/5/2022,StreamRiver,Red Brook,ME,391700.3333,4831261.333,REDBRK,REDBRK,Brown water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
8,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/12/2022,LakePond,Bradley Pond,ME,351425.6667,4899886,BRADPD-01,BRADPD-01,Windy: hard to keep canoe steady,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
9,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/12/2022,LakePond,Bradley Pond,ME,351075,4899369.333,BRADPD-02,BRADPD-02,Beaver lodge and trails underwater.  Extensive aquatic bed at outlet.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
